 TITLE = "ETAPE2"
 VARIABLES = "X", "Y", "P"
 ZONE T=" 1.0000000000000E+00   seconds", I=  21, J=  21, DATAPACKING=POINT
 0.0000000000000E+00  0.0000000000000E+00  0.0000000000000E+00
 0.0000000000000E+00  5.0000000000000E-02  4.9979169270678E-02
 0.0000000000000E+00  1.0000000000000E-01  9.9833416646828E-02
 0.0000000000000E+00  1.5000000000000E-01  1.4943813247360E-01
 0.0000000000000E+00  2.0000000000000E-01  1.9866933079506E-01
 0.0000000000000E+00  2.5000000000000E-01  2.4740395925452E-01
 0.0000000000000E+00  3.0000000000000E-01  2.9552020666134E-01
 0.0000000000000E+00  3.5000000000000E-01  3.4289780745545E-01
 0.0000000000000E+00  4.0000000000000E-01  3.8941834230865E-01
 0.0000000000000E+00  4.5000000000000E-01  4.3496553411123E-01
 0.0000000000000E+00  5.0000000000000E-01  4.7942553860420E-01
 0.0000000000000E+00  5.5000000000000E-01  5.2268722893066E-01
 0.0000000000000E+00  6.0000000000000E-01  5.6464247339504E-01
 0.0000000000000E+00  6.5000000000000E-01  6.0518640573604E-01
 0.0000000000000E+00  7.0000000000000E-01  6.4421768723769E-01
 0.0000000000000E+00  7.5000000000000E-01  6.8163876002333E-01
 0.0000000000000E+00  8.0000000000000E-01  7.1735609089952E-01
 0.0000000000000E+00  8.5000000000000E-01  7.5128040514029E-01
 0.0000000000000E+00  9.0000000000000E-01  7.8332690962748E-01
 0.0000000000000E+00  9.5000000000000E-01  8.1341550478937E-01
 0.0000000000000E+00  1.0000000000000E+00  8.4147098480790E-01
 5.0000000000000E-02  0.0000000000000E+00  0.0000000000000E+00
 5.0000000000000E-02  5.0000000000000E-02  3.2537675420624E-02
 5.0000000000000E-02  1.0000000000000E-01  6.1295628862362E-02
 5.0000000000000E-02  1.5000000000000E-01  9.2691470090141E-02
 5.0000000000000E-02  2.0000000000000E-01  1.2487085109910E-01
 5.0000000000000E-02  2.5000000000000E-01  1.5725925311389E-01
 5.0000000000000E-02  3.0000000000000E-01  1.8960406745071E-01
 5.0000000000000E-02  3.5000000000000E-01  2.2175732790337E-01
 5.0000000000000E-02  4.0000000000000E-01  2.5361868589566E-01
 5.0000000000000E-02  4.5000000000000E-01  2.8512131471121E-01
 5.0000000000000E-02  5.0000000000000E-01  3.1623682356140E-01
 5.0000000000000E-02  5.5000000000000E-01  3.4699535764065E-01
 5.0000000000000E-02  6.0000000000000E-01  3.7752567897525E-01
 5.0000000000000E-02  6.5000000000000E-01  4.0812924790440E-01
 5.0000000000000E-02  7.0000000000000E-01  4.3941817664002E-01
 5.0000000000000E-02  7.5000000000000E-01  4.7257890334333E-01
 5.0000000000000E-02  8.0000000000000E-01  5.0989189489827E-01
 5.0000000000000E-02  8.5000000000000E-01  5.5578685306598E-01
 5.0000000000000E-02  9.0000000000000E-01  6.1902703854197E-01
 5.0000000000000E-02  9.5000000000000E-01  7.1716765688806E-01
 5.0000000000000E-02  1.0000000000000E+00  8.8461412476761E-01
 1.0000000000000E-01  0.0000000000000E+00  0.0000000000000E+00
 1.0000000000000E-01  5.0000000000000E-02  1.9007257689643E-02
 1.0000000000000E-01  1.0000000000000E-01  3.6156091037770E-02
 1.0000000000000E-01  1.5000000000000E-01  5.5744154347373E-02
 1.0000000000000E-01  2.0000000000000E-01  7.6523999139038E-02
